BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,Controller,Right
2,4.7,11.871,51,RugbyBall,Right
3,7,9.6,58,Padella,Right
4,-7.25,9.6,49.5,BaseballBat,Right
5,-4,9.6,43,Spoons,Right
6,-3,9.6,55,Stapler,Right

