BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.5,11.02,58,ShowerHead,Right
2,-1,12.5,57,WineBottle,Left
3,-0.5,9.6,58,Chaynik,Right
4,-2.95,9.6,53,Laptop,Right
5,5.5,9.6,50.25,Canister,Left
6,-6,9.6,44,CinRoll,Right

