BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,CokeCan,Left
2,6,9.6,51.8,Pumpkin,Right
3,-2.25,9.6,53,Pinza,Left
4,-7,9.6,58,PaperCoffeeCup,Right
5,-7,11.02,49.5,RockingHorse,Left
6,1.6,12.55,56.7,NailScissors,Left

