BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,MosquitoRacket,Left
2,7.25,9.6,50,OldRadio,Right
3,-1,9.6,57,TennisBall,Left
4,-7,9.6,56,Router,Right
5,-7.5,9.6,44,Canister,Right
6,5,9.6,55,Hammer,Left

