Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Library,5.542121,0.3100008,15.56398
Library,7.033073,0.3100002,10.17112
Library,-3.328227,0.3100002,10.37688
Library,-4.036847,0.3100008,15.55439
Library,2.261548,0.3099998,7.068048
Library,-5.458774,0.3099992,1.672099

