Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Classroom,Mouse,-7.26077,0.3,7.626224
Classroom,OfficeBin,3.995217,2,8.827722
Classroom,Cabbaage,6.761765,0.3,15.84742
Classroom,Padella,-1.964845,0.3,1.582027
Classroom,Openner,-2.84376,0.3,12.88469
Classroom,Squeezer,6.962338,0.3,8.034391

