Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Bedroom,1.570831,3.318492,14.74577
Bedroom,-6.851126,1.799999,7.596958
Bedroom,6.137006,0.3099043,9.698281
Bedroom,-6.903568,0.3100009,16.05764
Bedroom,6.31165,0.3100008,15.04055
Bedroom,3.173194,0.3099991,1.166319

