Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
LivingRoom,Toaster,0.7415318,0.3,11.44225
LivingRoom,Headphones,6.108044,0.3,8.205972
LivingRoom,PiggyBank,7.349885,2,16.06266
LivingRoom,SaltSub,0.1443975,0.3,1.181073
LivingRoom,JBLSpeaker,-0.7234257,1,15.97272
LivingRoom,MilkCarton,-6.161827,0.3,4.276196

