Room,BoxPos_X,BoxPos_Y,BoxPos_Z
StorageRoom,3.872429,1.966,16.1503
StorageRoom,-4.242679,0.3100004,11.40221
StorageRoom,7.062049,0.3100004,12.38546
StorageRoom,5.144568,0.3099996,4.814438
StorageRoom,-6.681952,0.3099996,5.119941
StorageRoom,-7.453071,0.3100009,15.76375

