Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Classroom,-2.837726,0.3016005,13.03937
Classroom,-2.290479,0.3015991,1.384779
Classroom,6.809654,0.3016,8.162737
Classroom,4.582814,1.510199,8.987721
Classroom,-7.14817,0.3015999,7.793695
Classroom,6.531276,0.3016009,15.67751

