Room,BoxPos_X,BoxPos_Y,BoxPos_Z
LivingRoom,-6.133576,0.3099995,4.246328
LivingRoom,7.223451,1.7691,16.06515
LivingRoom,5.806422,0.31,8.2786
LivingRoom,-0.4674309,0.310001,15.73036
LivingRoom,0.2166907,0.3099991,1.153795
LivingRoom,0.8271278,0.3100003,11.3826

