Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Gym,7.328607,0.3099995,4.581637
Gym,1.051497,0.3100002,10.3722
Gym,-1.835162,0.3100007,14.89636
Gym,-6.221156,0.3054424,9.688169
Gym,-6.806739,0.3099993,2.717622
Gym,0.2326476,0.3099993,3.056378

