Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Bedroom,Laptop,2.428213,0.3,1.949751
Bedroom,Clamps,-6.761171,2,7.913048
Bedroom,DeskLight,6.203453,0.3,9.862078
Bedroom,Basket,-6.874996,0.3,15.29998
Bedroom,CoffeeMachine,6.883591,0.3,16.27935
Bedroom,Matrioshka,3.443974,0.3,14.43506

