TimeStamp,X,Y,Z,Roll,Pitch,Yaw
0.02379112,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.04666933,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.07071088,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.09373996,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.1179401,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.1419544,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.1658708,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.1897732,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.2138882,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.2376762,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.2617321,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.2850265,-0.08597266,22.27023,41.14853,351.1,359.8,-1.687849E-09
0.309086,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.3319544,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.3557907,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.3798046,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.4040288,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.4269614,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.450925,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.4749132,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.4977488,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.5218365,-0.08597266,22.27023,41.14853,351.1,359.7,1.687848E-09
0.5459042,-0.08597266,22.27023,41.14853,351.1,359.5,3.375697E-09
0.5691381,-0.08597266,22.27023,41.14853,351.1,359.5,3.375697E-09
0.5928009,-0.08597266,22.27023,41.14853,351.1,359.5,3.375697E-09
0.6167644,-0.08597266,22.27023,41.14853,351.1,359.5,3.375697E-09
0.6408527,-0.08597266,22.27023,41.14853,351.1,359.4,0
0.6649635,-0.08597266,22.27023,41.14853,351.1,359.3,3.375697E-09
0.6888393,-0.08597266,22.27023,41.14853,351.1,359.3,3.375697E-09
0.7127787,-0.08597266,22.27023,41.14853,351.1,359.3,3.375697E-09
0.7369516,-0.08597266,22.27023,41.14853,351.1,359.3,3.375697E-09
0.7607909,-0.08597266,22.27023,41.14853,351.1,359.3,3.375697E-09
0.784795,-0.08597266,22.27023,41.14853,351.2,358.9,0
0.8089695,-0.08597266,22.27023,41.14853,351.3,358.6,-6.747746E-09
0.8337115,-0.08597266,22.27023,41.14853,351.3,358.5,0
0.8584679,-0.08597266,22.27023,41.14853,351.4,358.2,1.349191E-08
0.8816268,-0.08597266,22.27023,41.14853,351.5,357.6,1.348837E-08
0.9196407,-0.08597266,22.27023,41.14853,351.5,357.5,0
0.9555937,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
0.9925541,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.028475,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.064566,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.10148,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.13762,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.173449,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.210521,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.246385,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.282715,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.318527,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.354915,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.391471,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.42741,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.463636,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.499455,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.535554,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.571711,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.607683,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.643514,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.679533,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.716387,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.752521,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.788625,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.82544,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.861417,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.89768,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.934468,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
1.970717,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.006705,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.043643,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.079461,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.11552,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.151561,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.188923,-0.08597266,22.27023,41.14853,351.5,357.4,1.348837E-08
2.224597,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.260578,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.297586,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.333591,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.369694,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.405573,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.44265,-0.08597266,22.27023,41.14853,351.5,357.2,0
2.478673,-0.09378859,22.27023,41.30833,351.5,357.2,0
2.515449,-0.1016045,22.27024,41.46814,351.5,357.2,0
2.551597,-0.1094205,22.27023,41.62795,351.5,357.2,0
2.58769,-0.1133284,22.27023,41.70786,351.5,357.2,0
2.623734,-0.1211444,22.27024,41.86766,351.5,357.2,0
2.659435,-0.1289603,22.27023,42.02747,351.5,357.2,0
2.694409,-0.1367762,22.27023,42.18728,351.5,357.2,0
2.730451,-0.1445922,22.27023,42.34709,351.5,357.2,0
2.765545,-0.1485001,22.27023,42.427,351.6,355.5,0
2.801847,-0.1610536,22.27023,42.5865,351.9,352.8,-5.389856E-08
2.836377,-0.1811069,22.27023,42.74524,351.9,350.9,0
2.871504,-0.2064121,22.27023,42.90323,351.9,350.9,0
2.907407,-0.2190648,22.27023,42.98222,351.9,350.9,0
2.94244,-0.24437,22.27023,43.14021,351.9,350.9,0
2.977535,-0.2696753,22.27023,43.29819,351.9,350.9,0
3.013333,-0.2949806,22.27023,43.45618,351.9,350.9,0
3.048406,-0.3076332,22.27023,43.53517,352.5,349.2,5.38213E-08
3.084428,-0.3376142,22.27023,43.69234,352.6,347,5.380902E-08
3.119609,-0.3736063,22.27023,43.84824,352.6,346.1,0
3.155473,-0.4120428,22.27024,44.00355,352.6,346.1,0
3.190392,-0.4504793,22.27023,44.15887,352.6,346.1,0
3.226291,-0.4696975,22.27023,44.23653,352.5,346.2,0
3.262476,-0.5078628,22.27024,44.39191,352.1,347,-5.387214E-08
3.297313,-0.543855,22.27023,44.54781,351.8,348.1,0
3.333424,-0.5768476,22.27023,44.70437,351.5,349.6,-5.395348E-08
3.368502,-0.5912892,22.27024,44.78305,351.4,349.8,0
3.404637,-0.6196226,22.27023,44.94053,351.3,350.1,5.398196E-08
3.440324,-0.6471313,22.27023,45.09814,351.3,350.1,5.398196E-08
3.475213,-0.6746399,22.27023,45.25576,351.3,350.1,5.398196E-08
3.511353,-0.7021486,22.27023,45.41338,351.3,350.1,5.398196E-08
3.547214,-0.7159029,22.27023,45.49218,351.3,350.1,5.398196E-08
3.583124,-0.7434115,22.27023,45.6498,351.3,350.1,5.398196E-08
3.619509,-0.7709202,22.27023,45.80742,351.3,350.1,5.398196E-08
