Room,OutsideDuration,InsideDuration
Lounge,23.78206,9.914667
Office,26.09995,5.164958
Kitchen,23.89774,10.07868
MeetingRoom,24.07482,6.979647
KTV,24.38318,10.32445
Library,24.46875,14.09677
Bedroom,23.53404,7.628374
Museum,23.6051,8.293381
ArtStudio,23.13327,9.944386
Kindergarten,23.70975,9.199991
SPA,28.33925,15.11216
Gym,24.21066,11.53133
LivingRoom,22.93236,8.926933
Classroom,23.81548,5.79881
Cafe,25.42232,8.448261
StorageRoom,24.45982,5.447111

