TimeStamp,X,Y,Z,Roll,Pitch,Yaw
0.02272939,-0.6684556,22.27023,41.54066,353,352.6,5.376159E-08
0.04483171,-0.6787592,22.27023,41.62,353,352.6,5.376159E-08
0.0689256,-0.6993665,22.27023,41.77866,353,352.6,5.376159E-08
0.09099302,-0.7096701,22.27023,41.85799,353,352.6,5.376159E-08
0.1140088,-0.7199738,22.27023,41.93733,353,352.6,5.376159E-08
0.1370512,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.1600012,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.1818121,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.2048796,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.2267941,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.2500198,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.2728718,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.2948546,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.3178647,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.3398536,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.3629432,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.3858188,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.408052,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.4308348,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.4528493,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.4759954,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.4990404,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.5209098,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.5439748,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.5658888,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.5889933,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.6108041,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.6340924,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.6568187,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
0.6790139,-0.7302774,22.27023,42.01666,353,352.6,5.376159E-08
