"Item" "Order" "SubjectNo" "Room"
"FirstAidKit" 1 "P61" "Bedroom"
"NailScissors" 2 "P61" "Bedroom"
"Clamps" 3 "P61" "Bedroom"
"CoffeeMachine" 4 "P61" "Bedroom"
"Hammer" 5 "P61" "Bedroom"
"DeskLight" 6 "P61" "Bedroom"
"FireExtinguisher" 1 "P61" "Classroom"
"UGGboot" 2 "P61" "Classroom"
"Bread" 3 "P61" "Classroom"
"Recorder" 4 "P61" "Classroom"
"Official hat" 5 "P61" "Classroom"
"OldRadio" 6 "P61" "Classroom"
"StrawberryDonut" 1 "P61" "Gym"
"Basket" 2 "P61" "Gym"
"CokeCan" 3 "P61" "Gym"
"MosquitoRacket" 4 "P61" "Gym"
"MobilePhone" 5 "P61" "Gym"
"Matrioshka" 6 "P61" "Gym"
"Jug" 1 "P61" "Library"
"RockingHorse" 2 "P61" "Library"
"TennisBall" 3 "P61" "Library"
"Router" 4 "P61" "Library"
"Toothpaste" 5 "P61" "Library"
"BallonDog" 6 "P61" "Library"
"ShowerHead" 1 "P61" "LivingRoom"
"WineBottle" 2 "P61" "LivingRoom"
"Chaynik" 3 "P61" "LivingRoom"
"Laptop" 4 "P61" "LivingRoom"
"Canister" 5 "P61" "LivingRoom"
"CinRoll" 6 "P61" "LivingRoom"
"PaperCoffeeCup" 1 "P61" "StorageRoom"
"Glasses" 2 "P61" "StorageRoom"
"Pumpkin" 3 "P61" "StorageRoom"
"Microphone" 4 "P61" "StorageRoom"
"HTCVive" 5 "P61" "StorageRoom"
"Pinza" 6 "P61" "StorageRoom"
