BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,MilkCarton,Left
2,-7.5,9.6,44,Headphones,Left
3,-7,9.6,56,CleaningBucket,Left
4,-1,9.6,57,BaseballBat,Left
5,5,9.6,55,Muffin,Right
6,7.25,9.6,50,Openner,Right

