Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
StorageRoom,Mouse,-0.9838487,5,7.426459
StorageRoom,Headphones,-5.423872,4,0.7488389
StorageRoom,Avocado,0.1396877,1.3,16.78294
StorageRoom,Openner,1.729576,0.3,6.194087
StorageRoom,Controller,-6.541621,0.3,10.32889
StorageRoom,PencilSharpener,6.205085,0.3,9.591546

