BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,OfficeBin,Right
2,-2.25,9.6,53,EggBeater,Right
3,-7,9.6,58,CleaningBucket,Left
4,6,9.6,51.8,Teacup,Left
5,1.6,12.55,56.7,Stapler,Right
6,-7,11.02,49.5,SaltSub,Left

