Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Classroom,Controller,-5.344339,0.3,5.917962
Classroom,Toaster,5.8417,0.3,2.093125
Classroom,Padella,-5.915295,0.3,12.17983
Classroom,Spoons,6.389149,0.3,14.67667
Classroom,Pineapple,4.951921,3,8.195189
Classroom,Squeezer,-3.080473,0.3,13.58971

