BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,Openner,Right
2,-0.5,9.6,58,Mushroom,Right
3,-2.95,9.6,53,Calculator,Left
4,7.5,11.02,58,Mouse,Left
5,-1,12.5,57,MilkCarton,Left
6,5.5,9.6,50.25,Grape,Left

