Room,OutsideDuration,InsideDuration
Office,39.27327,55.26332
Library,42.40625,52.70435
Museum,31.92732,46.66429
Gym,31.71527,53.00131
KTV,33.8725,49.07998
StorageRoom,29.1146,26.78495
Cafe,24.91555,47.42898
Bedroom,27.82946,52.89344
Kindergarten,27.70443,50.79958
Kitchen,28.55003,60.77528
MeetingRoom,25.34673,39.85606
Classroom,25.37901,42.75035
ArtStudio,32.99976,62.76596
LivingRoom,29.10549,44.41516
SPA,29.12082,35.98335
Lounge,30.98925,34.58519

