Room,OutsideDuration,InsideDuration
Classroom,28.72304,245.0542
StorageRoom,23.44379,141.352
LivingRoom,24.22227,88.38497
Bedroom,24.4862,149.1989
Gym,24.1563,67.1337
Library,24.91922,85.56445

