BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,CinRoll,Left
2,6,9.6,51.8,ShowerHead,Left
3,1.6,12.55,56.7,NailScissors,Left
4,-2.25,9.6,53,HTCVive,Right
5,-7,11.02,49.5,Canister,Right
6,-7,9.6,58,CokeCan,Left

