BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7,11.02,49.5,Paprika,Right
2,-7,9.6,58,HandDrill,Left
3,-2.25,9.6,53,Kettle,Right
4,1.6,12.55,56.7,Openner,Left
5,6,9.6,51.8,Squeezer,Left
6,2,9.6,43,Teacup,Left

