BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Openner,Right
2,-7.25,9.6,49.5,OfficeBin,Right
3,-3,9.6,55,Spoons,Left
4,7,9.6,58,SaltSub,Left
5,7,9.6,50.5,Grape,Left
6,4.7,11.871,51,Paprika,Right

