"Item" "Order" "SubjectNo" "Room"
"OfficeBin" 1 "P23" "Bedroom"
"Typewriter" 2 "P23" "Bedroom"
"MechanicalGloves" 3 "P23" "Bedroom"
"MilkCarton" 4 "P23" "Bedroom"
"HandDrill" 5 "P23" "Bedroom"
"Spoons" 6 "P23" "Bedroom"
"Toaster" 1 "P23" "Classroom"
"HTCViveController" 2 "P23" "Classroom"
"Avocado" 3 "P23" "Classroom"
"RugbyBall" 4 "P23" "Classroom"
"Kettle" 5 "P23" "Classroom"
"PencilSharpener" 6 "P23" "Classroom"
"Mushroom" 1 "P23" "Gym"
"Controller" 2 "P23" "Gym"
"CleaningBucket" 3 "P23" "Gym"
"Paprika" 4 "P23" "Gym"
"MokeExpress" 5 "P23" "Gym"
"PiggyBank" 6 "P23" "Gym"
"Openner" 1 "P23" "Library"
"EggBeater" 2 "P23" "Library"
"NikonCamera" 3 "P23" "Library"
"Calculator" 4 "P23" "Library"
"JBLSpeaker" 5 "P23" "Library"
"Muffin" 6 "P23" "Library"
"Apple" 1 "P23" "LivingRoom"
"BaseballBat" 2 "P23" "LivingRoom"
"Cabbaage" 3 "P23" "LivingRoom"
"Padella" 4 "P23" "LivingRoom"
"Squeezer" 5 "P23" "LivingRoom"
"Stapler" 6 "P23" "LivingRoom"
"Grape" 1 "P23" "StorageRoom"
"SaltSub" 2 "P23" "StorageRoom"
"Mouse" 3 "P23" "StorageRoom"
"Teacup" 4 "P23" "StorageRoom"
"Headphones" 5 "P23" "StorageRoom"
"Pineapple" 6 "P23" "StorageRoom"
