"Item" "Order" "SubjectNo" "Room"
"Stapler" 1 "P48" "Bedroom"
"Toaster" 2 "P48" "Bedroom"
"Spoons" 3 "P48" "Bedroom"
"MokeExpress" 4 "P48" "Bedroom"
"Avocado" 5 "P48" "Bedroom"
"HTCViveController" 6 "P48" "Bedroom"
"Controller" 1 "P48" "Classroom"
"PiggyBank" 2 "P48" "Classroom"
"SaltSub" 3 "P48" "Classroom"
"Calculator" 4 "P48" "Classroom"
"Mushroom" 5 "P48" "Classroom"
"CleaningBucket" 6 "P48" "Classroom"
"Squeezer" 1 "P48" "Gym"
"BaseballBat" 2 "P48" "Gym"
"MilkCarton" 3 "P48" "Gym"
"Padella" 4 "P48" "Gym"
"Teacup" 5 "P48" "Gym"
"OfficeBin" 6 "P48" "Gym"
"RugbyBall" 1 "P48" "Library"
"Openner" 2 "P48" "Library"
"Cabbaage" 3 "P48" "Library"
"Pineapple" 4 "P48" "Library"
"NikonCamera" 5 "P48" "Library"
"Paprika" 6 "P48" "Library"
"MechanicalGloves" 1 "P48" "LivingRoom"
"Muffin" 2 "P48" "LivingRoom"
"Kettle" 3 "P48" "LivingRoom"
"PencilSharpener" 4 "P48" "LivingRoom"
"Apple" 5 "P48" "LivingRoom"
"Grape" 6 "P48" "LivingRoom"
"Headphones" 1 "P48" "StorageRoom"
"Typewriter" 2 "P48" "StorageRoom"
"HandDrill" 3 "P48" "StorageRoom"
"EggBeater" 4 "P48" "StorageRoom"
"JBLSpeaker" 5 "P48" "StorageRoom"
"Mouse" 6 "P48" "StorageRoom"
