Room,OutsideDuration,InsideDuration
Kitchen,28.2948,6.365224
Classroom,25.6981,4.16708
KTV,26.86676,5.165334
StorageRoom,25.84884,2.842628
Bedroom,26.58219,3.52994
Gym,24.38115,5.050327
Lounge,27.65994,4.346286
LivingRoom,24.47891,3.830141
Office,24.13693,5.425373
Museum,28.51575,8.2688
Cafe,24.60375,8.730471
SPA,26.13973,6.107023
Library,25.65843,4.428519
ArtStudio,24.779,3.764684
Kindergarten,25.41044,5.124303
MeetingRoom,24.42285,5.986192

