"Item" "Order" "SubjectNo" "Room"
"Avocado" 1 "P58" "Bedroom"
"PencilSharpener" 2 "P58" "Bedroom"
"Muffin" 3 "P58" "Bedroom"
"MechanicalGloves" 4 "P58" "Bedroom"
"MokeExpress" 5 "P58" "Bedroom"
"Calculator" 6 "P58" "Bedroom"
"OfficeBin" 1 "P58" "Classroom"
"Mouse" 2 "P58" "Classroom"
"BaseballBat" 3 "P58" "Classroom"
"HTCViveController" 4 "P58" "Classroom"
"Apple" 5 "P58" "Classroom"
"Spoons" 6 "P58" "Classroom"
"PiggyBank" 1 "P58" "Gym"
"Paprika" 2 "P58" "Gym"
"SaltSub" 3 "P58" "Gym"
"Stapler" 4 "P58" "Gym"
"Openner" 5 "P58" "Gym"
"RugbyBall" 6 "P58" "Gym"
"Squeezer" 1 "P58" "Library"
"NikonCamera" 2 "P58" "Library"
"Teacup" 3 "P58" "Library"
"Typewriter" 4 "P58" "Library"
"Kettle" 5 "P58" "Library"
"Grape" 6 "P58" "Library"
"Toaster" 1 "P58" "LivingRoom"
"Mushroom" 2 "P58" "LivingRoom"
"Cabbaage" 3 "P58" "LivingRoom"
"Headphones" 4 "P58" "LivingRoom"
"Padella" 5 "P58" "LivingRoom"
"CleaningBucket" 6 "P58" "LivingRoom"
"EggBeater" 1 "P58" "StorageRoom"
"MilkCarton" 2 "P58" "StorageRoom"
"Pineapple" 3 "P58" "StorageRoom"
"Controller" 4 "P58" "StorageRoom"
"HandDrill" 5 "P58" "StorageRoom"
"JBLSpeaker" 6 "P58" "StorageRoom"
