BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,58,Router,Left
2,7,9.6,50.5,OldRadio,Right
3,-3,9.6,55,StrawberryDonut,Right
4,-7.25,9.6,49.5,Clamps,Left
5,-4,9.6,43,Basket,Right
6,4.7,11.871,51,Matrioshka,Right

