BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Mouse,Right
2,6,9.6,51.8,Typewriter,Right
3,-2.25,9.6,53,Padella,Left
4,-2.25,9.6,53,Padella,Left
5,1.6,12.55,56.7,Calculator,Right
6,-7,9.6,58,Headphones,Left

