Room,OutsideDuration,InsideDuration
StorageRoom,30.32768,155.1182
Bedroom,22.84286,101.1863
LivingRoom,21.44662,86.44912
Classroom,21.57977,80.36673
Library,23.27553,121.0871
Gym,21.58769,64.73179

