Room,OutsideDuration,InsideDuration
Library,23.05705,182.0192
Gym,22.28754,71.60566
Classroom,21.88132,70.76628
StorageRoom,20.43161,72.53367
Bedroom,24.00965,162.8732
LivingRoom,21.86382,93.98873

