BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,CleaningBucket,Left
2,5,9.6,48,RugbyBall,Left
3,7.5,9.6,54.5,Controller,Left
4,3.5,11.2,58.5,Openner,Left
5,-4.75,9.6,53.5,Apple,Right
6,-7.5,9.6,44,OfficeBin,Left

