BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.25,9.6,53,Paprika,Right
2,-7,9.6,58,BaseballBat,Left
3,1.6,12.55,56.7,MechanicalGloves,Left
4,6,9.6,51.8,HandDrill,Left
5,2,9.6,43,JBLSpeaker,Left
6,-7,11.02,49.5,Mouse,Left

