BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-0.5,9.6,58,MokeExpress,Right
2,7.5,11.02,58,Headphones,Right
3,-6,9.6,44,MilkCarton,Left
4,5.5,9.6,50.25,Controller,Left
5,-1,12.5,57,Paprika,Right
6,-2.95,9.6,53,Stapler,Left

