BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7,11.02,49.5,HTCVive,Left
2,-7,9.6,58,Basket,Left
3,-2.25,9.6,53,Matrioshka,Right
4,6,9.6,51.8,CokeCan,Right
5,1.6,12.55,56.7,DeskLight,Right
6,2,9.6,43,BallonDog,Right

