BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7.5,9.6,44,WineBottle,Right
2,-4.75,9.6,53.5,Chaynik,Left
3,7.5,9.6,54.5,Toothpaste,Left
4,5,9.6,48,StrawberryDonut,Left
5,3.5,9.6,43,MobilePhone,Left
6,3.5,11.2,58.5,TennisBall,Right

