BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,Controller,Right
2,5,9.6,48,CleaningBucket,Left
3,7.5,9.6,54.5,Mouse,Right
4,-4.75,9.6,53.5,Muffin,Left
5,-7.5,9.6,44,Teacup,Right
6,3.5,11.2,58.5,HTCViveController,Right

