Object,Scene,Response,Rt
Typewriter,Classroom,New,1.683495
SaltSub,ArtStudio,Familiar,1.966816
OrangeJuice,None,New,1.250357
RoadCone,MeetingRoom,New,1.250044
Suitcase,None,Familiar,1.35022
CleaningBucket,Library,New,1.416916
Kela,SPA,Familiar,1.750135
FacialCream,ArtStudio,New,1.666868
TennisBall,Kitchen,Seen,0.9000168
CokeBottle,None,Familiar,1.150261
Glasses,Cafe,Familiar,1.483498
NailScissors,None,Familiar,0.9169006
Icecream,Bedroom,New,1.050236
Toaster,Office,Seen,0.6335793
MilkCarton_FLIPPED,Bedroom,Familiar,1.099991
NikonCamera,None,Seen,0.8004227
Garlic,Library,Seen,0.7834129
Official hat,LivingRoom,Seen,2.900074
LegoTruck,Cafe,New,1.184277
Mouse,None,Seen,1.616749
StrawberryDonut,Museum,Seen,0.9834366
PeanutButter,None,Familiar,1.766998
Cabbaage,Lounge,New,1.26664
Car02,None,Seen,1.751373
Pears,None,New,1.450111
Basket,Kitchen,Familiar,0.9167709
Avocado,KTV,Familiar,0.9001846
BandShell,None,Familiar,1.783424
Laptop_FLIPPED,SPA,Seen,1.186485
SecurityCam,None,New,1.650215
Lipsticks,ArtStudio,Familiar,1.183464
Kiwi,Office,Familiar,1.750252
Muffin,Lounge,Familiar,1.066833
Slippers,StorageRoom,Seen,1.016739
Deer,KTV,Seen,0.816864
BallonDog,None,New,2.150177
OfficeBin,Kindergarten,Familiar,1.150238
Lasagna,Kitchen,Seen,0.8168182
Recorder,StorageRoom,Familiar,1.683647
Leaf,ArtStudio,New,1.16703
Scent,MeetingRoom,Seen,1.566788
Cake_FLIPPED,Bedroom,Seen,0.9169312
Ketchup_FLIPPED,Library,Seen,0.8001251
DeskLight,None,Seen,0.9167175
Pomegranate,StorageRoom,Familiar,0.8998947
Dish,Library,Familiar,0.8333282
FireExtinguisher_FLIPPED,Classroom,Familiar,2.050003
Printer_FLIPPED,Bedroom,Seen,0.8667679
Mixer,StorageRoom,Familiar,0.8334503
Router,Museum,Seen,1.150269
Banana,Cafe,Familiar,0.7335358
Clamps,Lounge,Seen,0.8668671
Strawberries,Classroom,New,1.200211
CacerolaPan,Kindergarten,Familiar,0.8669128
Cupcake,None,Familiar,1.06694
Highlighter,Classroom,Seen,1.366989
Openner,None,Familiar,1.683426
BirdCage,Gym,Seen,2.250168
MechanicalGloves,None,New,1.083679
Coconut,Lounge,Familiar,0.850296
Pinza,None,Familiar,1.066666
IceBoots,MeetingRoom,Seen,1.000214
OldRadio,Library,Familiar,0.7835083
Pumpkin,None,Seen,0.7667236
