CottonSticks,LivingRoom,NoFlip
Watermelon,None,NoFlip
Mango,Library,NoFlip
Shoe,Classroom,NoFlip
Cucumber,StorageRoom,NoFlip
Canister,Museum,NoFlip
Toaster,None,NoFlip
Scent_FLIPPED,Office,Flip
Xmas Globe,None,NoFlip
Banana,None,NoFlip
DeskLight,Cafe,NoFlip
JBLSpeaker,None,NoFlip
Candle Lattern,Bedroom,NoFlip
OfficeBin,None,NoFlip
MilkCarton_FLIPPED,Bedroom,Flip
Pears,Bedroom,Flip
Headphones,Cafe,NoFlip
Car02,Library,NoFlip
SaltSub,None,NoFlip
NailScissors,Classroom,Flip
Lipsticks,Lounge,Flip
NikonCamera_FLIPPED,Gym,Flip
RugbyBall,None,NoFlip
OrangeJuice,Classroom,NoFlip
Openner,Kindergarten,Flip
Typewriter,None,NoFlip
HandHeldRadio,None,NoFlip
RasberryJam,None,NoFlip
EggBeater,MeetingRoom,NoFlip
Flower,None,NoFlip
YellowDuck,KTV,Flip
Official hat,StorageRoom,Flip
Clock,Gym,NoFlip
HandDrill,Classroom,Flip
PeanutButter,None,NoFlip
Laptop_FLIPPED,Gym,Flip
CleaningBucket,None,NoFlip
Sandals,LivingRoom,Flip
Glasses,SPA,NoFlip
OldRadio,MeetingRoom,Flip
BirdCage,None,NoFlip
Clamps,ArtStudio,NoFlip
Padella,Kindergarten,Flip
Weimeng,ArtStudio,NoFlip
FireHydrant,Kitchen,Flip
Strawberries,None,NoFlip
UGGboot,Cafe,Flip
Skateboard,StorageRoom,Flip
AmazonEcho_FLIPPED,Kitchen,Flip
Grape,KTV,Flip
Markers,Lounge,Flip
Vanish,Office,NoFlip
Buiscuits,Office,NoFlip
LegoTruck,KTV,NoFlip
CinRoll,StorageRoom,NoFlip
Muffin,Museum,NoFlip
Cereal,LivingRoom,NoFlip
Tide,Gym,NoFlip
Downy_FLIPPED,Museum,Flip
Pinza,KTV,Flip
Brush,SPA,Flip
Basketball,None,NoFlip
Highlighter,SPA,Flip
CacerolaPan,Cafe,NoFlip
MobilePhone_FLIPPED,Office,Flip
Marmite,Kitchen,NoFlip
Slippers,None,NoFlip
Ketchup,Classroom,NoFlip
StrawberryDonut,None,NoFlip
Coconut,None,NoFlip
Paprika,None,NoFlip
Toothpaste,Museum,NoFlip
Cube,None,NoFlip
Pomegranate,None,NoFlip
Avocado,None,NoFlip
Chips,MeetingRoom,NoFlip
HTCViveController,KTV,NoFlip
MetalBucket,None,NoFlip
RetroFan,Cafe,Flip
Pumpkin,ArtStudio,NoFlip
Cupcake,MeetingRoom,NoFlip
PaperCoffeeCup,ArtStudio,Flip
Ganmianzhang,ArtStudio,Flip
Dish,None,NoFlip
Cabbaage,Lounge,NoFlip
Icecream,None,NoFlip
Basket,None,NoFlip
CandyBar,None,NoFlip
CoffeePot,Kindergarten,NoFlip
Kiwi,None,NoFlip
BandShell,LivingRoom,NoFlip
Kela,None,NoFlip
Router,None,NoFlip
Lasagna,Library,Flip
Cocktail,Office,NoFlip
SecurityCam,None,NoFlip
Matrioshka,None,NoFlip
Squeezer,Lounge,NoFlip
RockingHorse,Kitchen,NoFlip
CoffeeMachine,None,NoFlip
HTCVive,None,NoFlip
Printer_FLIPPED,Office,Flip
Motorbike,Kitchen,NoFlip
FiellaCase,Bedroom,NoFlip
Mushroom,Museum,Flip
Jam,Kitchen,Flip
Bus,Museum,Flip
Garlic,Library,Flip
Recorder,SPA,NoFlip
FirstAidKit,None,NoFlip
Broccoli,Bedroom,NoFlip
Dog,None,NoFlip
BallonDog,Lounge,Flip
Cake,Kindergarten,NoFlip
CokeBottle,Library,NoFlip
Car01_FLIPPED,LivingRoom,Flip
Wheels,Kindergarten,NoFlip
ShowerHead,None,NoFlip
Perrier_FLIPPED,LivingRoom,Flip
Deer,Cafe,Flip
Burger,Kindergarten,Flip
Honey,StorageRoom,NoFlip
Spoons,ArtStudio,Flip
Lotion,None,NoFlip
Mixer,SPA,NoFlip
Controller,None,NoFlip
MokaEspress,None,NoFlip
Jug,Library,Flip
Hammer,Bedroom,Flip
FacialCream,None,NoFlip
PencilSharpener,Gym,Flip
PiggyBank,None,NoFlip
Mouse,KTV,NoFlip
Caiban,Gym,NoFlip
Oranges,Lounge,NoFlip
MosquitoRacket,MeetingRoom,Flip
Apple,Classroom,Flip
FireExtinguisher,None,NoFlip
Kettle,StorageRoom,Flip
Suitcase,None,NoFlip
Pineapple,None,NoFlip
Stapler,MeetingRoom,Flip
Chaynik,None,NoFlip
BaseballBat,SPA,Flip
