Room,OutsideDuration,InsideDuration
Library,22.6236,120.8876
Bedroom,22.38124,74.702
LivingRoom,20.57427,91.21556
Classroom,19.62112,109.401
StorageRoom,20.86453,79.87261
Gym,20.52168,77.47826

