BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,5.5,9.6,50.25,Bread,Right
2,-6,9.6,44,TennisBall,Left
3,-1,12.5,57,Hammer,Right
4,7.5,11.02,58,NailScissors,Left
5,-0.5,9.6,58,StrawberryDonut,Right
6,-2.95,9.6,53,MobilePhone,Left

