"Item" "Order" "SubjectNo" "Room"
"Spoons" 1 "P46" "Bedroom"
"Mushroom" 2 "P46" "Bedroom"
"SaltSub" 3 "P46" "Bedroom"
"PiggyBank" 4 "P46" "Bedroom"
"PencilSharpener" 5 "P46" "Bedroom"
"CleaningBucket" 6 "P46" "Bedroom"
"Calculator" 1 "P46" "Classroom"
"Cabbaage" 2 "P46" "Classroom"
"Avocado" 3 "P46" "Classroom"
"BaseballBat" 4 "P46" "Classroom"
"Apple" 5 "P46" "Classroom"
"Controller" 6 "P46" "Classroom"
"EggBeater" 1 "P46" "Gym"
"RugbyBall" 2 "P46" "Gym"
"Muffin" 3 "P46" "Gym"
"NikonCamera" 4 "P46" "Gym"
"Squeezer" 5 "P46" "Gym"
"MechanicalGloves" 6 "P46" "Gym"
"Teacup" 1 "P46" "Library"
"Mouse" 2 "P46" "Library"
"Grape" 3 "P46" "Library"
"Openner" 4 "P46" "Library"
"HTCViveController" 5 "P46" "Library"
"Stapler" 6 "P46" "Library"
"HandDrill" 1 "P46" "LivingRoom"
"JBLSpeaker" 2 "P46" "LivingRoom"
"MokeExpress" 3 "P46" "LivingRoom"
"Typewriter" 4 "P46" "LivingRoom"
"MilkCarton" 5 "P46" "LivingRoom"
"Toaster" 6 "P46" "LivingRoom"
"Paprika" 1 "P46" "StorageRoom"
"Padella" 2 "P46" "StorageRoom"
"Headphones" 3 "P46" "StorageRoom"
"Pineapple" 4 "P46" "StorageRoom"
"OfficeBin" 5 "P46" "StorageRoom"
"Kettle" 6 "P46" "StorageRoom"
