BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,52,Basket,Right
2,7.5,9.6,58,Laptop,Right
3,-3.66,9.6,57.675,Matrioshka,Right
4,-5.25,9.6,43.75,Hammer,Left
5,2.2,9.6,49,Microphone,Left
6,-3.4,9.6,52.25,PaperCoffeeCup,Left

