BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2.2,9.6,49,EggBeater,Right
2,7,9.6,52,Padella,Right
3,7.5,9.6,58,CleaningBucket,Right
4,-3.4,9.6,52.25,NikonCamera,Left
5,-3.66,9.6,57.675,HandDrill,Left
6,-5.25,9.6,43.75,MokeExpress,Right

