"Item" "Order" "SubjectNo" "Room"
"Basket" 1 "P64" "Bedroom"
"Hammer" 2 "P64" "Bedroom"
"CoffeeMachine" 3 "P64" "Bedroom"
"MosquitoRacket" 4 "P64" "Bedroom"
"Laptop" 5 "P64" "Bedroom"
"FireExtinguisher" 6 "P64" "Bedroom"
"PaperCoffeeCup" 1 "P64" "Classroom"
"Matrioshka" 2 "P64" "Classroom"
"OldRadio" 3 "P64" "Classroom"
"StrawberryDonut" 4 "P64" "Classroom"
"Clamps" 5 "P64" "Classroom"
"Bread" 6 "P64" "Classroom"
"FirstAidKit" 1 "P64" "Gym"
"UGGboot" 2 "P64" "Gym"
"Microphone" 3 "P64" "Gym"
"RockingHorse" 4 "P64" "Gym"
"CokeCan" 5 "P64" "Gym"
"Recorder" 6 "P64" "Gym"
"Toothpaste" 1 "P64" "Library"
"Router" 2 "P64" "Library"
"TennisBall" 3 "P64" "Library"
"Pumpkin" 4 "P64" "Library"
"BallonDog" 5 "P64" "Library"
"NailScissors" 6 "P64" "Library"
"Chaynik" 1 "P64" "LivingRoom"
"Jug" 2 "P64" "LivingRoom"
"Glasses" 3 "P64" "LivingRoom"
"MobilePhone" 4 "P64" "LivingRoom"
"Pinza" 5 "P64" "LivingRoom"
"WineBottle" 6 "P64" "LivingRoom"
"ShowerHead" 1 "P64" "StorageRoom"
"Official hat" 2 "P64" "StorageRoom"
"HTCVive" 3 "P64" "StorageRoom"
"DeskLight" 4 "P64" "StorageRoom"
"CinRoll" 5 "P64" "StorageRoom"
"Canister" 6 "P64" "StorageRoom"
