Room,OutsideDuration,InsideDuration
ArtStudio,34.33372,76.87337
LivingRoom,33.37229,35.40008
Cafe,30.75954,44.85468
MeetingRoom,30.68616,21.89515
Bedroom,30.12559,66.31523
SPA,33.63686,30.00423
Library,34.33087,56.14755
Office,33.22163,58.22406
Classroom,31.2644,36.53603
Gym,29.93331,38.86681
StorageRoom,30.15046,27.96651
Kindergarten,32.54522,54.45588
Museum,32.36933,88.81201
KTV,36.05514,50.6779
Lounge,31.03277,47.50495
Kitchen,28.61123,66.37067

