Room,OutsideDuration,InsideDuration
Gym,22.45029,139.7235
StorageRoom,21.94273,56.83038
Bedroom,21.83307,66.14293
Library,21.7305,92.05209
Classroom,21.34731,77.30435
LivingRoom,20.39414,54.87849

