"Item" "Order" "SubjectNo" "Room"
"TennisBall" 1 "P71" "Bedroom"
"Clamps" 2 "P71" "Bedroom"
"MobilePhone" 3 "P71" "Bedroom"
"Bread" 4 "P71" "Bedroom"
"WineBottle" 5 "P71" "Bedroom"
"OldRadio" 6 "P71" "Bedroom"
"DeskLight" 1 "P71" "Classroom"
"CoffeeMachine" 2 "P71" "Classroom"
"Hammer" 3 "P71" "Classroom"
"Microphone" 4 "P71" "Classroom"
"RockingHorse" 5 "P71" "Classroom"
"MosquitoRacket" 6 "P71" "Classroom"
"StrawberryDonut" 1 "P71" "Gym"
"ShowerHead" 2 "P71" "Gym"
"CinRoll" 3 "P71" "Gym"
"FireExtinguisher" 4 "P71" "Gym"
"Toothpaste" 5 "P71" "Gym"
"Jug" 6 "P71" "Gym"
"Basket" 1 "P71" "Library"
"Pinza" 2 "P71" "Library"
"FirstAidKit" 3 "P71" "Library"
"Chaynik" 4 "P71" "Library"
"PaperCoffeeCup" 5 "P71" "Library"
"NailScissors" 6 "P71" "Library"
"Router" 1 "P71" "LivingRoom"
"Glasses" 2 "P71" "LivingRoom"
"Pumpkin" 3 "P71" "LivingRoom"
"Laptop" 4 "P71" "LivingRoom"
"Matrioshka" 5 "P71" "LivingRoom"
"CokeCan" 6 "P71" "LivingRoom"
"Official hat" 1 "P71" "StorageRoom"
"HTCVive" 2 "P71" "StorageRoom"
"BallonDog" 3 "P71" "StorageRoom"
"Canister" 4 "P71" "StorageRoom"
"Recorder" 5 "P71" "StorageRoom"
"UGGboot" 6 "P71" "StorageRoom"
