"Item" "Order" "SubjectNo" "Room"
"Apple" 1 "P65" "Bedroom"
"Toaster" 2 "P65" "Bedroom"
"BaseballBat" 3 "P65" "Bedroom"
"Mushroom" 4 "P65" "Bedroom"
"Openner" 5 "P65" "Bedroom"
"Teacup" 6 "P65" "Bedroom"
"HandDrill" 1 "P65" "Classroom"
"Cabbaage" 2 "P65" "Classroom"
"Stapler" 3 "P65" "Classroom"
"MokeExpress" 4 "P65" "Classroom"
"NikonCamera" 5 "P65" "Classroom"
"MechanicalGloves" 6 "P65" "Classroom"
"Pineapple" 1 "P65" "Gym"
"MilkCarton" 2 "P65" "Gym"
"Headphones" 3 "P65" "Gym"
"EggBeater" 4 "P65" "Gym"
"Muffin" 5 "P65" "Gym"
"PencilSharpener" 6 "P65" "Gym"
"Controller" 1 "P65" "Library"
"Avocado" 2 "P65" "Library"
"Squeezer" 3 "P65" "Library"
"Padella" 4 "P65" "Library"
"HTCViveController" 5 "P65" "Library"
"OfficeBin" 6 "P65" "Library"
"SaltSub" 1 "P65" "LivingRoom"
"Mouse" 2 "P65" "LivingRoom"
"Calculator" 3 "P65" "LivingRoom"
"Typewriter" 4 "P65" "LivingRoom"
"Grape" 5 "P65" "LivingRoom"
"CleaningBucket" 6 "P65" "LivingRoom"
"Spoons" 1 "P65" "StorageRoom"
"PiggyBank" 2 "P65" "StorageRoom"
"RugbyBall" 3 "P65" "StorageRoom"
"Kettle" 4 "P65" "StorageRoom"
"JBLSpeaker" 5 "P65" "StorageRoom"
"Paprika" 6 "P65" "StorageRoom"
