Room,OutsideDuration,InsideDuration
SPA,25.43818,33.68043
Bedroom,26.40594,50.79973
Lounge,25.14884,29.87742
Kitchen,25.8537,46.43386
Gym,24.86468,38.91634
MeetingRoom,26.8303,14.57621
KTV,26.22365,48.05414
Cafe,25.24391,42.15191
Museum,24.94357,9.14994
LivingRoom,24.58927,34.12044
Office,25.138,25.81236
Library,24.81083,49.39416
Kindergarten,24.37845,32.37562
Classroom,25.08592,28.99885
StorageRoom,25.433,33.03293
ArtStudio,26.22516,57.7109

