BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,5.5,9.6,50.25,FireExtinguisher,Right
2,-6,9.6,44,Matrioshka,Left
3,-2.95,9.6,53,TennisBall,Left
4,-0.5,9.6,58,PaperCoffeeCup,Left
5,7.5,11.02,58,StrawberryDonut,Right
6,-1,12.5,57,Official hat,Left

