Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Library,RugbyBall,-2.618669,1.3,15.13073
Library,JBLSpeaker,7.736431,0.3,10.93933
Library,PencilSharpener,-0.09908576,1,12.63613
Library,HTCViveController,0.9909549,0.3,4.956651
Library,BaseballBat,-1.496882,2,1.962258
Library,MechanicalGloves,-4.27541,0.3,8.577688

