Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Classroom,Controller,3.494521,0.3,7.082897
Classroom,Toaster,0.8398191,1,15.31151
Classroom,Padella,-4.537552,0.3,3.55309
Classroom,Spoons,4.509274,3,9.176529
Classroom,Pineapple,7.779862,0.3,8.354053
Classroom,Squeezer,-3.439419,0.3,14.23212

