Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
StorageRoom,Typewriter,3.619683,2.3,15.88153
StorageRoom,Apple,-5.910951,0.3,2.56058
StorageRoom,Avocado,-1.938619,5,15.35702
StorageRoom,HandDrill,5.223611,0.3,11.37535
StorageRoom,Kettle,-4.456749,0.3,12.23478
StorageRoom,Cabbaage,1.704519,0.3,6.109902

