BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-1,12.5,57,WineBottle,Right
2,7.5,11.02,58,HTCVive,Right
3,-0.5,9.6,58,Jug,Left
4,-2.95,9.6,53,UGGboot,Right
5,5.5,9.6,50.25,Router,Right
6,-6,9.6,44,RockingHorse,Left

