BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.25,9.6,50,OldRadio,Right
2,5,9.6,55,Bread,Left
3,-1,9.6,57,FirstAidKit,Left
4,-7,9.6,56,FireExtinguisher,Right
5,-7.5,9.6,44,Microphone,Left
6,0.8,9.6,44.2,StrawberryDonut,Right

