BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,58,CoffeeMachine,Left
2,7,9.6,50.5,MobilePhone,Left
3,4.7,11.871,51,Hammer,Right
4,-4,9.6,43,PaperCoffeeCup,Left
5,-7.25,9.6,49.5,BallonDog,Right
6,-3,9.6,55,Official hat,Right

