Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Bedroom,-6.850918,1.799999,7.476858
Bedroom,2.405942,0.3100003,10.58832
Bedroom,1.578321,3.318496,14.52168
Bedroom,-6.878823,1.8,15.23501
Bedroom,2.975609,0.3099755,0.5116775
Bedroom,7.406788,0.3099999,7.538087

