"Item" "Order" "SubjectNo" "Room"
"OfficeBin" 1 "P42" "Bedroom"
"EggBeater" 2 "P42" "Bedroom"
"CleaningBucket" 3 "P42" "Bedroom"
"Teacup" 4 "P42" "Bedroom"
"Stapler" 5 "P42" "Bedroom"
"SaltSub" 6 "P42" "Bedroom"
"Controller" 1 "P42" "Classroom"
"Toaster" 2 "P42" "Classroom"
"Padella" 3 "P42" "Classroom"
"Spoons" 4 "P42" "Classroom"
"Pineapple" 5 "P42" "Classroom"
"Squeezer" 6 "P42" "Classroom"
"Muffin" 1 "P42" "Gym"
"NikonCamera" 2 "P42" "Gym"
"PiggyBank" 3 "P42" "Gym"
"MokeExpress" 4 "P42" "Gym"
"Headphones" 5 "P42" "Gym"
"Paprika" 6 "P42" "Gym"
"RugbyBall" 1 "P42" "Library"
"JBLSpeaker" 2 "P42" "Library"
"PencilSharpener" 3 "P42" "Library"
"HTCViveController" 4 "P42" "Library"
"BaseballBat" 5 "P42" "Library"
"MechanicalGloves" 6 "P42" "Library"
"Openner" 1 "P42" "LivingRoom"
"Mushroom" 2 "P42" "LivingRoom"
"Calculator" 3 "P42" "LivingRoom"
"Mouse" 4 "P42" "LivingRoom"
"MilkCarton" 5 "P42" "LivingRoom"
"Grape" 6 "P42" "LivingRoom"
"Typewriter" 1 "P42" "StorageRoom"
"Apple" 2 "P42" "StorageRoom"
"Avocado" 3 "P42" "StorageRoom"
"HandDrill" 4 "P42" "StorageRoom"
"Kettle" 5 "P42" "StorageRoom"
"Cabbaage" 6 "P42" "StorageRoom"
