Room,BoxPos_X,BoxPos_Y,BoxPos_Z
StorageRoom,0.4176884,1.966,16.06245
StorageRoom,4.543331,0.3100002,10.14649
StorageRoom,-3.88008,0.309999,1.960954
StorageRoom,-6.868873,0.3100008,15.68106
StorageRoom,7.490795,0.3099995,6.495539
StorageRoom,6.662899,0.3100007,14.78608

